index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
1290	<image> Which shape is a rectangle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1291	['00001290_00.jpg', '00001290_01.jpg', '00001290_02.jpg']	None of the choices provided	<image>	<image>		
1291	<image> Which shape is a triangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1290	['00001291_00.jpg', '00001291_01.jpg', '00001291_02.jpg']	None of the choices provided	<image>	<image>		
1292	<image> Brody is mailing a framed picture of himself to his grandmother for her birthday. He will pack the picture with stuffing to make sure it doesn't break. He tears a big lump of stuffing into 2 equal pieces. Which fraction model represents one piece of the lump of stuffing?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1293	['00001292_00.jpg', '00001292_01.jpg', '00001292_02.jpg']	<image>	None of the choices provided	<image>		
1293	<image> Brody is mailing a framed picture of himself to his grandmother for her birthday. He will pack the picture with stuffing to make sure it doesn't break. He tears a big lump of stuffing into 4 equal pieces. Which fraction model represents one piece of the lump of stuffing?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1292	['00001293_00.jpg', '00001293_01.jpg', '00001293_02.jpg']	<image>	None of the choices provided	<image>		
1294	<image> Which square is blue?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1295	['00001294_00.jpg', '00001294_01.jpg', '00001294_02.jpg', '00001294_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1295	<image> Which square is red?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1294	['00001295_00.jpg', '00001295_01.jpg', '00001295_02.jpg', '00001295_03.jpg']	<image>	<image>	None of the choices provided	<image>	
1296	<image> Which shows 3?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1297	['00001296_00.jpg', '00001296_01.jpg', '00001296_02.jpg']	None of the choices provided	<image>	<image>		
1297	<image> Which shows 4?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1296	['00001297_00.jpg', '00001297_01.jpg', '00001297_02.jpg']	None of the choices provided	<image>	<image>		
1298	<image> Which picture shows 7 dots?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1299	['00001298_00.jpg', '00001298_01.jpg', '00001298_02.jpg', '00001298_03.jpg']	<image>	<image>	<image>	None of the choices provided	
1299	<image> Which picture shows 8 dots?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1298	['00001299_00.jpg', '00001299_01.jpg', '00001299_02.jpg', '00001299_03.jpg']	None of the choices provided	<image>	<image>	<image>	
1300	<image> In art class, Dana is making a flag. She divides her flag into 4 equal parts to experiment with different designs. Which fraction model represents one part of the flag?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1301	['00001300_00.jpg', '00001300_01.jpg', '00001300_02.jpg']	<image>	<image>	None of the choices provided		
1301	<image> In art class, Dana is making a flag. She divides her flag into 6 equal parts to experiment with different designs. Which fraction model represents one part of the flag?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1300	['00001301_00.jpg', '00001301_01.jpg', '00001301_02.jpg']	None of the choices provided	<image>	<image>		
1302	<image> Franklin left the house at 4:00. He went to the post office, returned books to the library, and bought groceries at the store. Franklin was running errands for 1 hour. What time was it when he returned home?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1303	['00001302_00.jpg', '00001302_01.jpg', '00001302_02.jpg', '00001302_03.jpg', '00001302_04.jpg']	None of the choices provided	<image>	<image>	<image>	<image>
1303	<image> Franklin left the house at 4:30. He went to the post office, returned books to the library, and bought groceries at the store. Franklin was running errands for 1 hour. What time was it when he returned home?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1302	['00001303_00.jpg', '00001303_01.jpg', '00001303_02.jpg', '00001303_03.jpg', '00001303_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
1304	<image> Which figure shows thirds?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1305	['00001304_00.jpg', '00001304_01.jpg', '00001304_02.jpg']	<image>	<image>	None of the choices provided		
1305	<image> Which figure shows fourths?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1304	['00001305_00.jpg', '00001305_01.jpg', '00001305_02.jpg']	<image>	None of the choices provided	<image>		
1306	<image> Which clock shows two thirty?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1307	['00001306_00.jpg', '00001306_01.jpg', '00001306_02.jpg']	<image>	<image>	None of the choices provided		
1307	<image> Which clock shows three thirty?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1306	['00001307_00.jpg', '00001307_01.jpg', '00001307_02.jpg']	<image>	None of the choices provided	<image>		
1308	<image> Which shape is a rectangle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1309	['00001308_00.jpg', '00001308_01.jpg', '00001308_02.jpg']	<image>	None of the choices provided	<image>		
1309	<image> Which shape is a circle?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1308	['00001309_00.jpg', '00001309_01.jpg', '00001309_02.jpg']	<image>	None of the choices provided	<image>		
1310	<image> Which shape is a sphere?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1311	['00001310_00.jpg', '00001310_01.jpg', '00001310_02.jpg']	<image>	None of the choices provided	<image>		
1311	<image> Which shape is a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1310	['00001311_00.jpg', '00001311_01.jpg', '00001311_02.jpg']	<image>	None of the choices provided	<image>		
1312	<image> Which shape has 3 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1313	['00001312_00.jpg', '00001312_01.jpg', '00001312_02.jpg']	<image>	None of the choices provided	<image>		
1313	<image> Which shape has 5 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1312	['00001313_00.jpg', '00001313_01.jpg', '00001313_02.jpg']	<image>	<image>	None of the choices provided		
1314	<image> Which shape is a rectangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1315	['00001314_00.jpg', '00001314_01.jpg', '00001314_02.jpg']	<image>	None of the choices provided	<image>		
1315	<image> Which shape is a circle?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1314	['00001315_00.jpg', '00001315_01.jpg', '00001315_02.jpg']	<image>	None of the choices provided	<image>		
1316	<image> It was 3:00 when Myra began mowing the lawn, and she finished 1 hour later. What time was it when Myra finished mowing the lawn?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1317	['00001316_00.jpg', '00001316_01.jpg', '00001316_02.jpg', '00001316_03.jpg', '00001316_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1317	<image> It was 2:00 when Myra began mowing the lawn, and she finished 1 hour later. What time was it when Myra finished mowing the lawn?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1316	['00001317_00.jpg', '00001317_01.jpg', '00001317_02.jpg', '00001317_03.jpg', '00001317_04.jpg']	<image>	None of the choices provided	<image>	<image>	<image>
1318	<image> Which object below the bed is shaped like a cube?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1319	['00001318_00.jpg', '00001318_01.jpg', '00001318_02.jpg']	<image>	<image>	None of the choices provided		
1319	<image> Which object above the bed is shaped like a cube?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1318	['00001319_00.jpg', '00001319_01.jpg', '00001319_02.jpg']	None of the choices provided	<image>	<image>		
1320	<image> Which shape has 3 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1321	['00001320_00.jpg', '00001320_01.jpg', '00001320_02.jpg']	None of the choices provided	<image>	<image>		
1321	<image> Which shape has 5 corners?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1320	['00001321_00.jpg', '00001321_01.jpg', '00001321_02.jpg']	<image>	None of the choices provided	<image>		
1322	<image> Which shape has 3 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1323	['00001322_00.jpg', '00001322_01.jpg', '00001322_02.jpg']	<image>	None of the choices provided	<image>		
1323	<image> Which shape has 5 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1322	['00001323_00.jpg', '00001323_01.jpg', '00001323_02.jpg']	<image>	<image>	None of the choices provided		
1324	<image> Which object is beside the watermelon?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1325	['00001324_00.jpg', '00001324_01.jpg', '00001324_02.jpg', '00001324_03.jpg', '00001324_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1325	<image> Which object is beside the apple?	E	Diagram Understanding	Cropped/Zoomed	Graphics	1324	['00001325_00.jpg', '00001325_01.jpg', '00001325_02.jpg', '00001325_03.jpg', '00001325_04.jpg']	<image>	<image>	<image>	<image>	None of the choices provided
1326	<image> Which group has 5 circles?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1327	['00001326_00.jpg', '00001326_01.jpg', '00001326_02.jpg']	None of the choices provided	<image>	<image>		
1327	<image> Which group has 4 circles?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1326	['00001327_00.jpg', '00001327_01.jpg', '00001327_02.jpg']	None of the choices provided	<image>	<image>		
1328	<image> Which shape has 4 sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1329	['00001328_00.jpg', '00001328_01.jpg', '00001328_02.jpg']	<image>	None of the choices provided	<image>		
1329	<image> Which shape has 6 sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1328	['00001329_00.jpg', '00001329_01.jpg', '00001329_02.jpg']	None of the choices provided	<image>	<image>		
1330	<image> Which shape has 3 equal sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1331	['00001330_00.jpg', '00001330_01.jpg', '00001330_02.jpg']	<image>	<image>	None of the choices provided		
1331	<image> Which shape has 4 equal sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1330	['00001331_00.jpg', '00001331_01.jpg', '00001331_02.jpg']	<image>	None of the choices provided	<image>		
1332	<image> Which shape is a circle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1333	['00001332_00.jpg', '00001332_01.jpg', '00001332_02.jpg']	<image>	None of the choices provided	<image>		
1333	<image> Which shape is a triangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1332	['00001333_00.jpg', '00001333_01.jpg', '00001333_02.jpg']	None of the choices provided	<image>	<image>		
1334	<image> Which group has 4 squares?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1335	['00001334_00.jpg', '00001334_01.jpg', '00001334_02.jpg']	<image>	<image>	None of the choices provided		
1335	<image> Which group has 2 squares?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1334	['00001335_00.jpg', '00001335_01.jpg', '00001335_02.jpg']	<image>	None of the choices provided	<image>		
1336	<image> Which clock shows eight o'clock?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1337	['00001336_00.jpg', '00001336_01.jpg', '00001336_02.jpg']	None of the choices provided	<image>	<image>		
1337	<image> Which clock shows seven o'clock?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1336	['00001337_00.jpg', '00001337_01.jpg', '00001337_02.jpg']	<image>	None of the choices provided	<image>		
1338	<image> Which shape is a cube?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1339	['00001338_00.jpg', '00001338_01.jpg', '00001338_02.jpg']	<image>	<image>	None of the choices provided		
1339	<image> Which shape is a cylinder?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1338	['00001339_00.jpg', '00001339_01.jpg', '00001339_02.jpg']	<image>	None of the choices provided	<image>		
1340	<image> Which shape has 4 sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1341	['00001340_00.jpg', '00001340_01.jpg', '00001340_02.jpg']	<image>	<image>	None of the choices provided		
1341	<image> Which shape has 6 sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1340	['00001341_00.jpg', '00001341_01.jpg', '00001341_02.jpg']	<image>	None of the choices provided	<image>		
1342	<image> Which shape is a circle?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1343	['00001342_00.jpg', '00001342_01.jpg', '00001342_02.jpg']	<image>	None of the choices provided	<image>		
1343	<image> Which shape is a triangle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1342	['00001343_00.jpg', '00001343_01.jpg', '00001343_02.jpg']	None of the choices provided	<image>	<image>		
1344	<image> Which shape has 3 corners?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1345	['00001344_00.jpg', '00001344_01.jpg', '00001344_02.jpg']	<image>	<image>	None of the choices provided		
1345	<image> Which shape has 5 corners?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1344	['00001345_00.jpg', '00001345_01.jpg', '00001345_02.jpg']	<image>	<image>	None of the choices provided		
1346	<image> Which shows 5?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1347	['00001346_00.jpg', '00001346_01.jpg', '00001346_02.jpg']	<image>	<image>	None of the choices provided		
1347	<image> Which shows 3?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1346	['00001347_00.jpg', '00001347_01.jpg', '00001347_02.jpg']	<image>	None of the choices provided	<image>		
1348	<image> Which object is next to the dice?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1349	['00001348_00.jpg', '00001348_01.jpg', '00001348_02.jpg', '00001348_03.jpg', '00001348_04.jpg']	<image>	<image>	<image>	None of the choices provided	<image>
1349	<image> Which object is next to the book?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1348	['00001349_00.jpg', '00001349_01.jpg', '00001349_02.jpg', '00001349_03.jpg', '00001349_04.jpg']	<image>	<image>	None of the choices provided	<image>	<image>
1350	<image> Which shape is a triangle?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1351	['00001350_00.jpg', '00001350_01.jpg', '00001350_02.jpg']	<image>	<image>	None of the choices provided		
1351	<image> Which shape is a circle?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1350	['00001351_00.jpg', '00001351_01.jpg', '00001351_02.jpg']	None of the choices provided	<image>	<image>		
1352	<image> Which shape has 3 equal sides?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1353	['00001352_00.jpg', '00001352_01.jpg', '00001352_02.jpg']	None of the choices provided	<image>	<image>		
1353	<image> Which shape has 4 equal sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1352	['00001353_00.jpg', '00001353_01.jpg', '00001353_02.jpg']	<image>	<image>	None of the choices provided		
1354	<image> Which shape is a cube?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1355	['00001354_00.jpg', '00001354_01.jpg', '00001354_02.jpg']	None of the choices provided	<image>	<image>		
1355	<image> Which shape is a cylinder?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1354	['00001355_00.jpg', '00001355_01.jpg', '00001355_02.jpg']	<image>	<image>	None of the choices provided		
1356	<image> Which shape has 3 equal sides?	A	Diagram Understanding	Cropped/Zoomed	Graphics	1357	['00001356_00.jpg', '00001356_01.jpg', '00001356_02.jpg']	<image>	<image>	None of the choices provided		
1357	<image> Which shape has 5 equal sides?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1356	['00001357_00.jpg', '00001357_01.jpg', '00001357_02.jpg']	<image>	<image>	None of the choices provided		
1358	<image> Which object is below the desk?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1359	['00001358_00.jpg', '00001358_01.jpg', '00001358_02.jpg']	None of the choices provided	<image>	<image>		
1359	<image> Which object is above the desk and is shaped like a cylinder?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1358	['00001359_00.jpg', '00001359_01.jpg', '00001359_02.jpg']	<image>	None of the choices provided	<image>		
1360	<image> Which clock shows five o'clock?	B	Diagram Understanding	Cropped/Zoomed	Graphics	1361	['00001360_00.jpg', '00001360_01.jpg', '00001360_02.jpg']	<image>	<image>	None of the choices provided		
1361	<image> Which clock shows four o'clock?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1360	['00001361_00.jpg', '00001361_01.jpg', '00001361_02.jpg']	<image>	<image>	None of the choices provided		
1362	<image> Kate is excited about all the ice cream cake left over from her birthday party. Kate cuts the leftover cake into 3 equal pieces to give some away. Which fraction model represents one piece of the leftover cake?	C	Diagram Understanding	Cropped/Zoomed	Graphics	1363	['00001362_00.jpg', '00001362_01.jpg', '00001362_02.jpg']	<image>	None of the choices provided	<image>		
